Reg-Nr.,Name,Bestand,Beschwerden,Typ,Jahr
5085,HDI VERSICHERUNG,441389,4,Unfall,2019
5093,WESTF.PROV.VERS.AG,778312,2,Unfall,2019
5095,PROV.RHEINLAND VERS.,2377912,3,Unfall,2019
5125,SIGNAL IDUNA ALLG.,1096833,21,Unfall,2019
5310,BAYER. BEAMTEN VERS.,105946,2,Unfall,2019
5312,ALLIANZ VERS.,3935869,23,Unfall,2019
5317,BARMENIA ALLG. VERS.,205734,1,Unfall,2019
5340,CONTINENTALE SACHVERS.,585452,3,Unfall,2019
5342,GENERALI  DEUTSCHLAND,2315140,7,Unfall,2019
5344,DEVK DT. EISENB. SACH,261081,2,Unfall,2019
5374,HAFTPFLICHTKASSE,193289,2,Unfall,2019
5384,HELVETIA VERS. (CH),118673,1,Unfall,2019
5400,VGH LAND.BRAND.HAN.,4994639,2,Unfall,2019
5402,LVM SACH,961019,3,Unfall,2019
5405,ALTE LEIPZIGER VERS.,62830,1,Unfall,2019
5412,MECKLENBURG. VERS.,169304,2,Unfall,2019
5426,NÜRNBG. ALLG.,444984,11,Unfall,2019
5438,R+V ALLGEMEINE VERS.,1400018,5,Unfall,2019
5446,PROV.NORD BRANDKASSE,357208,1,Unfall,2019
5455,ARAG ALLG. VERS.,20878975,3,Unfall,2019
5463,UNIVERSA ALLG. VERS.,53036,1,Unfall,2019
5472,ERGO VERSICHERUNG,1815111,14,Unfall,2019
5473,GENERALI VERSICHERUNG,1868419,12,Unfall,2019
5476,WWK ALLGEMEINE VERS.,295916,1,Unfall,2019
5484,VOLKSWOHL-BUND SACH,166512,3,Unfall,2019
5498,ADAC VERSICHERUNG,3275347,4,Unfall,2019
5513,DEVK ALLG. VERS.,937952,3,Unfall,2019
5515,AXA VERS.,815116,12,Unfall,2019
5549,DEBEKA ALLGEMEINE,1965006,1,Unfall,2019
5552,COSMOS VERS.,164805,3,Unfall,2019
5562,ERGO DIREKT,229541,1,Unfall,2019
5583,PVAG POLIZEIVERS.,323383,1,Unfall,2019
5586,STUTTGARTER VERS.,534530,7,Unfall,2019
5633,BASLER SACH AG,433332,6,Unfall,2019
5780,INTERRISK VERS.,513803,1,Unfall,2019
5781,SPARK.-VERS.SACHS.ALL,91968,1,Unfall,2019
5783,WÜRTT. VERS.,733351,2,Unfall,2019
5790,TARGO VERSICHERUNG,112232,2,Unfall,2019
5858,GOTHAER ALLGEMEINE AG,700030,3,Unfall,2019
5862,VHV ALLGEMEINE VERS.,515812,1,Unfall,2019
4001,CONTINENTALE KRANKEN,1335296,45,Kranken,2020
4002,SIGNAL IDUNA KRANKEN,2539026,39,Kranken,2020
4004,GENERALI KRANKEN AG,1739610,62,Kranken,2020
4011,LANDESKRANKENHILFE,344395,7,Kranken,2020
4028,DEBEKA KRANKEN,4150493,81,Kranken,2020
4034,ALLIANZ PRIV.KV AG,2714348,111,Kranken,2020
4037,MÜNCHEN.VEREIN KV,333733,11,Kranken,2020
4039,SÜDDEUTSCHE KRANKEN,641171,15,Kranken,2020
4043,HALLESCHE KRANKEN,757175,39,Kranken,2020
4044,DKV AG,4346892,101,Kranken,2020
4045,UNIVERSA KRANKEN,363725,12,Kranken,2020
4095,AXA KRANKEN,1727278,149,Kranken,2020
4108,UNION KRANKENVERS.,1306309,16,Kranken,2020
4109,LVM KRANKEN,385229,4,Kranken,2020
4112,ARAG KRANKEN,664567,11,Kranken,2020
4115,VIGO KRANKEN,19607,3,Kranken,2020
4116,R+V KRANKEN,1163061,9,Kranken,2020
4117,HUK-COBURG KRANKEN,1102351,30,Kranken,2020
4118,CONCORDIA KRANKEN,115449,2,Kranken,2020
4119,GOTHAER KV AG,626105,27,Kranken,2020
4121,ENVIVAS KRANKEN,415630,3,Kranken,2020
4122,HANSEMERKUR SPEZIALE,7454265,5,Kranken,2020
4125,NÜRNBG. KRANKEN,327241,7,Kranken,2020
4126,ERGO KRANKEN,1656582,31,Kranken,2020
4134,BAYERISCHE BEAMTEN K,1169635,47,Kranken,2020
4135,PROVINZIAL KRANKEN,170931,2,Kranken,2020
4139,WÜRTT. KRANKEN,445939,1,Kranken,2020
4142,ALTE OLDENBURGER AG,160481,1,Kranken,2020
4143,VRK KV AG,165574,1,Kranken,2020
4144,HANSEMERKUR KV AG,1535502,60,Kranken,2020
4145,INTER KV AG,393329,17,Kranken,2020
4146,OTTONOVA KRANKEN,4840,1,Kranken,2020
4147,BARMENIA KV AG,1292074,29,Kranken,2020
1001,GENERALI LEBEN AG,5164552,40,Leben,2020
1005,WÜRTT. LEBEN,1994981,17,Leben,2020
1006,ALLIANZ LEBEN,11141476,140,Leben,2020
1007,ALTE LEIPZIGER LEBEN,1548805,16,Leben,2020
1011,BARMENIA LEBEN,255385,10,Leben,2020
1013,BAYER. BEAMTEN LEBEN,157403,4,Leben,2020
1015,BAYERN-VERS.,1892690,12,Leben,2020
1017,ATHORA LV AG,226402,4,Leben,2020
1020,AXA LEBEN,2598424,55,Leben,2020
1021,CONDOR LEBEN,223166,3,Leben,2020
1022,COSMOS LEBEN,1314935,24,Leben,2020
1023,DEBEKA LEBEN,3274600,39,Leben,2020
1025,DEVK DT. EISENBAHN LV,508980,3,Leben,2020
1028,BASLER LEBEN,653966,20,Leben,2020
1033,HDI LEBEN AG,1984234,33,Leben,2020
1035,FRANKFURT MÜNCHENER,250353,4,Leben,2020
1047,IDEAL LEBEN,607783,2,Leben,2020
1048,SIGNAL IDUNA LV,1551592,21,Leben,2020
1055,HUK-COBURG-LEBEN,650994,5,Leben,2020
1062,LEBENSVERS. VON 1871,631108,8,Leben,2020
1081,PROV. LEBEN HANNOVER,768740,3,Leben,2020
1082,PROV.RHEINLAND LEBEN,1154758,6,Leben,2020
1083,PROV.NORDWEST LEBEN,1634312,18,Leben,2020
1090,SWISS LIFE AG (CH),942696,15,Leben,2020
1091,SV SPARKASSENVERS.,1592901,21,Leben,2020
1092,UNIVERSA LEBEN,168262,4,Leben,2020
1093,VER.POSTVERS.,22,2,Leben,2020
1099,VOLKSWOHL-BUND LEBEN,1471100,23,Leben,2020
1103,WWK LEBEN,940031,21,Leben,2020
1104,STUTTGARTER LEBEN,510179,12,Leben,2020
1107,EUROPA LEBEN,488931,2,Leben,2020
1108,GOTHAER LEBEN AG,1230015,26,Leben,2020
1109,MECKLENBURG. LEBEN,163998,3,Leben,2020
1112,LVM LEBEN,797350,7,Leben,2020
1114,HANSEMERKUR LEBEN,291986,7,Leben,2020
1115,CREDIT LIFE AG,639809,5,Leben,2020
1119,INTERRISK LEBENSVERS.,94060,3,Leben,2020
1123,DIREKTE LEBEN AG,48582,2,Leben,2020
1131,NÜRNBERGER BEAMTEN LV,43446,1,Leben,2020
1132,TARGO LEBEN AG,2067623,4,Leben,2020
1136,DEVK ALLG. LEBEN,746594,11,Leben,2020
1137,HELVETIA LEBEN,153429,2,Leben,2020
1138,ZURICH DTSCH. HEROLD,2977077,39,Leben,2020
1139,PROXALTO LEBEN AG,3627104,85,Leben,2020
1140,VICTORIA LEBEN,848129,23,Leben,2020
1141,R+V LEBENSVERS. AG,4146712,11,Leben,2020
1147,NÜRNBG. LEBEN,2514551,59,Leben,2020
1148,DT. LEBENSVERS.,675591,3,Leben,2020
1151,ERGO VORSORGE LEBEN,1312665,31,Leben,2020
1152,FRANKFURTER LEBEN,86367,2,Leben,2020
1153,SPARK.-VERS.SACHS.LEB,593220,5,Leben,2020
1157,SKANDIA LEBEN,230970,16,Leben,2020
1158,HEIDELBERGER LV,351472,40,Leben,2020
1160,VPV LEBEN,659196,6,Leben,2020
1162,MYLIFE DEUTSCHLAND,121246,1,Leben,2020
1164,NEUE LEBEN LEBENSVERS,882690,9,Leben,2020
1177,CONCORDIA OECO LEBEN,167997,2,Leben,2020
1180,DT. ÄRZTEVERSICHERUNG,233307,4,Leben,2020
1184,ERGO LEBEN AG,3917367,55,Leben,2020
1194,PB LEBENSVERSICHERUNG,1085398,18,Leben,2020
1310,VRK LV,214295,3,Leben,2020
1312,HANNOVERSCHE LV AG,1048307,20,Leben,2020
1330,INTER LEBENSVERS. AG,104691,1,Leben,2020
1335,CONTINENTALE LV AG,795597,12,Leben,2020
1343,ENTIS LV AG,79608,4,Leben,2020
1345,ÖFF. LEBEN SA,282693,3,Leben,2020
5024,FEUERSOZIETÄT,67587,3,Unfall,2020
5085,HDI VERSICHERUNG,423940,5,Unfall,2020
5095,PROV.RHEINLAND VERS.,2341318,4,Unfall,2020
5125,SIGNAL IDUNA ALLG.,1075597,11,Unfall,2020
5210,DIALOG VERSICHERUNG AG,627680,2,Unfall,2020
5310,BA,107403,3,Unfall,2020
5312,ALLIANZ VERS.,4474026,25,Unfall,2020
5324,BAYER.VERS.VERB.AG,1057244,1,Unfall,2020
5340,CONTINENTALE SACHVERS.,584880,4,Unfall,2020
5342,GENERALI  DEUTSCHLAND,3772813,15,Unfall,2020
5374,HAFTPFLICHTKASSE,203618,1,Unfall,2020
5384,HELVETIA VERS. (CH),114122,1,Unfall,2020
5400,VGH LAND.BRAND.HAN.,4942470,3,Unfall,2020
5405,ALTE LEIPZIGER VERS.,62695,1,Unfall,2020
5412,MECKLENBURG. VERS.,171114,1,Unfall,2020
5426,NÜRNBG. ALLG.,427701,15,Unfall,2020
5438,R+V ALLGEMEINE VERS.,1395325,5,Unfall,2020
5455,ARAG ALLG. VERS.,20988263,3,Unfall,2020
5472,ERGO VERSICHERUNG,1732602,13,Unfall,2020
5476,WWK ALLGEMEINE VERS.,308840,2,Unfall,2020
5484,VOLKSWOHL-BUND SACH,162066,1,Unfall,2020
5498,ADAC VERSICHERUNG,3179447,4,Unfall,2020
5501,HANSEMERKUR ALLG.,114221,1,Unfall,2020
5513,DEVK ALLG. VERS.,961844,1,Unfall,2020
5515,AXA VERS.,784371,7,Unfall,2020
5549,DEBEKA ALLGEMEINE,1977762,4,Unfall,2020
5552,COSMOS VERS.,160781,3,Unfall,2020
5562,ERGO DIREKT,226857,3,Unfall,2020
5581,ADLER VERSICHERUNG AG,107109,1,Unfall,2020
5583,PVAG POLIZEIVERS.,328260,2,Unfall,2020
5586,STUTTGARTER VERS.,532223,4,Unfall,2020
5633,BASLER SACH AG,459204,6,Unfall,2020
5780,INTERRISK VERS.,520747,2,Unfall,2020
5783,WÜRTT. VERS.,746995,1,Unfall,2020
5790,TARGO VERSICHERUNG,116296,1,Unfall,2020
5858,GOTHAER ALLGEMEINE AG,684924,4,Unfall,2020
5862,VHV ALLGEMEINE VERS.,403016,2,Unfall,2020
4001,CONTINENTALE KRANKEN,1321827,38,Kranken,2021
4002,SIGNAL IDUNA KRANKEN,2516773,39,Kranken,2021
4004,GENERALI KRANKEN AG,1770416,52,Kranken,2021
4011,LANDESKRANKENHILFE,337115,17,Kranken,2021
4028,DEBEKA KRANKEN,4199104,113,Kranken,2021
4034,ALLIANZ PRIV.KV,2756367,95,Kranken,2021
4037,MÜNCHEN.VEREIN KV,413046,23,Kranken,2021
4039,SÜDDEUTSCHE KRANKEN,634286,33,Kranken,2021
4043,HALLESCHE KRANKEN,811923,29,Kranken,2021
4044,DKV AG,4331764,119,Kranken,2021
4045,UNIVERSA KRANKEN,362901,13,Kranken,2021
4095,AXA KRANKEN,1721971,112,Kranken,2021
4108,UNION KRANKENVERS.,1359098,18,Kranken,2021
4109,LVM KRANKEN,397290,7,Kranken,2021
4112,ARAG KRANKEN,684723,31,Kranken,2021
4116,R+V KRANKEN,1209942,4,Kranken,2021
4117,HUK-COBURG KRANKEN,1122391,44,Kranken,2021
4119,GOTHAER KV AG,681478,35,Kranken,2021
4121,ENVIVAS KRANKEN,426806,4,Kranken,2021
4122,HANSEMERKUR SPEZIALE,7562835,2,Kranken,2021
4125,NÜRNBG. KRANKEN,348390,7,Kranken,2021
4126,ERGO KRANKEN,1712720,27,Kranken,2021
4134,BAYERISCHE BEAMTEN K,1158279,60,Kranken,2021
4139,WÜRTT. KRANKEN,458448,4,Kranken,2021
4142,ALTE OLDENBURGER AG,159048,4,Kranken,2021
4143,VRK KV AG,165491,3,Kranken,2021
4144,HANSEMERKUR KV AG,1556807,52,Kranken,2021
4145,INTER KV AG,391805,28,Kranken,2021
4147,BARMENIA KV AG,1404704,55,Kranken,2021
1001,GENERALI LEBEN AG,5197893,55,Leben,2021
1005,WÜRTT. LEBEN,1927060,7,Leben,2021
1006,ALLIANZ LEBEN,11327465,116,Leben,2021
1007,ALTE LEIPZIGER LEBEN,1587615,8,Leben,2021
1011,BARMENIA LEBEN,260984,5,Leben,2021
1013,BAYER. BEAMTEN LEBEN,145809,1,Leben,2021
1015,BAYERN-VERS.,1925396,8,Leben,2021
1017,ATHORA LV AG,210568,3,Leben,2021
1020,AXA LEBEN,2542493,37,Leben,2021
1021,CONDOR LEBEN,230562,2,Leben,2021
1022,COSMOS LEBEN,1288409,30,Leben,2021
1023,DEBEKA LEBEN,3230021,31,Leben,2021
1028,BASLER LEBEN,660186,7,Leben,2021
1033,HDI LEBEN AG,1911160,35,Leben,2021
1035,FRANKFURT MÜNCHENER,233418,9,Leben,2021
1047,IDEAL LEBEN,603252,8,Leben,2021
1048,SIGNAL IDUNA LV,1522593,21,Leben,2021
1055,HUK-COBURG-LEBEN,649782,8,Leben,2021
1056,ÖFF. LEBEN BERLIN,222886,3,Leben,2021
1062,LEBENSVERS. VON 1871,630936,6,Leben,2021
1081,PROV. LEBEN HANNOVER,750458,9,Leben,2021
1082,PROV.RHEINLAND LEBEN,1129518,8,Leben,2021
1083,PROV.NORDWEST LEBEN,1604259,17,Leben,2021
1085,R+V LEBEN,58093,1,Leben,2021
1090,SWISS LIFE AG (CH),978124,7,Leben,2021
1091,SV SPARKASSENVERS.,1564878,16,Leben,2021
1092,UNIVERSA LEBEN,166013,2,Leben,2021
1099,VOLKSWOHL-BUND LEBEN,1482569,19,Leben,2021
1103,WWK LEBEN,957653,13,Leben,2021
1104,STUTTGARTER LEBEN,512970,4,Leben,2021
1107,EUROPA LEBEN,486840,3,Leben,2021
1108,GOTHAER LEBEN AG,1196716,26,Leben,2021
1109,MECKLENBURG. LEBEN,163776,1,Leben,2021
1112,LVM LEBEN,806417,2,Leben,2021
1113,DIALOG LEBEN,366755,2,Leben,2021
1114,HANSEMERKUR LEBEN,279345,4,Leben,2021
1115,CREDIT LIFE AG,779547,8,Leben,2021
1131,NÜRNBERGER BEAMTEN LV,41419,2,Leben,2021
1132,TARGO LEBEN AG,1912213,9,Leben,2021
1134,BL,181661,1,Leben,2021
1136,DEVK ALLG. LEBEN,730347,9,Leben,2021
1137,HELVETIA LEBEN,153675,1,Leben,2021
1138,ZURICH DTSCH. HEROLD,2883752,28,Leben,2021
1139,PROXALTO LEBEN AG,3410667,141,Leben,2021
1140,VICTORIA LEBEN,794781,13,Leben,2021
1141,R+V LEBENSVERS. AG,4150319,14,Leben,2021
1147,NÜRNBG. LEBEN,2453514,31,Leben,2021
1148,DT. LEBENSVERS.,662661,1,Leben,2021
1149,WGV-LEBEN,53575,1,Leben,2021
1150,SAARLAND LEBEN,132011,1,Leben,2021
1151,ERGO VORSORGE LEBEN,1341557,20,Leben,2021
1152,FRANKFURTER LEBEN,80588,5,Leben,2021
1153,SPARK.-VERS.SACHS.LEB,596555,1,Leben,2021
1157,SKANDIA LEBEN,220202,62,Leben,2021
1158,HEIDELBERGER LV,343293,37,Leben,2021
1160,VPV LEBEN,624247,7,Leben,2021
1162,MYLIFE DEUTSCHLAND,114069,2,Leben,2021
1164,NEUE LEBEN LEBENSVERS,866071,10,Leben,2021
1177,CONCORDIA OECO LEBEN,165790,2,Leben,2021
1180,DT. ÄRZTEVERSICHERUNG,237453,3,Leben,2021
1184,ERGO LEBEN AG,3713253,27,Leben,2021
1194,PB LEBENSVERSICHERUNG,1085520,36,Leben,2021
1310,VRK LV,209539,2,Leben,2021
1312,HANNOVERSCHE LV AG,1071973,18,Leben,2021
1318,AIOI NISSAY DOWA LIFE INS.,177792,2,Leben,2021
1335,CONTINENTALE LV AG,818920,8,Leben,2021
1342,MÜNCHENER VEREIN LEBEN,128365,1,Leben,2021
1343,ENTIS LV AG,72138,7,Leben,2021
1345,ÖFF. LEBEN SA,283586,1,Leben,2021
5024,FEUERSOZIETÄT,68834,6,Unfall,2021
5036,SV SPARK.VERSICHER.,277744,1,Unfall,2021
5078,JANITOS VERSICHERUNG,169912,3,Unfall,2021
5085,HDI VERSICHERUNG,408143,3,Unfall,2021
5093,WESTF.PROV.VERS.AG,758772,2,Unfall,2021
5095,PROVINZIAL VERSICHERUNG AG,2279139,1,Unfall,2021
5096,HDI GLOBAL SE,160364,1,Unfall,2021
5125,SIGNAL IDUNA ALLG.,1022252,1,Unfall,2021
5310,BA,111367,2,Unfall,2021
5312,ALLIANZ VERS.,4396332,14,Unfall,2021
5317,BARMENIA ALLG. VERS.,198073,2,Unfall,2021
5324,BAYER.VERS.VERB.AG,1082834,3,Unfall,2021
5338,CONCORDIA VERS.,369391,5,Unfall,2021
5340,CONTINENTALE SACHVERS.,575117,6,Unfall,2021
5342,GENERALI  DEUTSCHLAND,3758914,8,Unfall,2021
5344,DEVK DT. EISENB. SACH,257997,1,Unfall,2021
5374,HAFTPFLICHTKASSE,221128,1,Unfall,2021
5375,HUK-COBURG UNTER.,1118690,2,Unfall,2021
5384,HELVETIA VERS. (CH),112223,1,Unfall,2021
5400,VGH LAND.BRAND.HAN.,4929747,1,Unfall,2021
5412,MECKLENBURG. VERS.,172568,1,Unfall,2021
5426,NÜRNBG. ALLG.,408977,5,Unfall,2021
5438,R+V ALLGEMEINE VERS.,1384835,1,Unfall,2021
5472,ERGO VERSICHERUNG,1656052,8,Unfall,2021
5476,WWK ALLGEMEINE VERS.,323886,2,Unfall,2021
5498,ADAC VERSICHERUNG,7862699,6,Unfall,2021
5501,HANSEMERKUR ALLG.,117227,1,Unfall,2021
5513,DEVK ALLG. VERS.,979367,4,Unfall,2021
5515,AXA VERS.,756008,5,Unfall,2021
5546,INTER ALLG. VERS.,74597,2,Unfall,2021
5549,DEBEKA ALLGEMEINE,1986056,7,Unfall,2021
5552,COSMOS VERS.,158038,1,Unfall,2021
5562,ERGO DIREKT,225115,2,Unfall,2021
5581,ADLER VERSICHERUNG AG,109739,3,Unfall,2021
5583,PVAG POLIZEIVERS.,324315,2,Unfall,2021
5586,STUTTGARTER VERS.,535212,9,Unfall,2021
5633,BASLER SACH AG,438691,4,Unfall,2021
5780,INTERRISK VERS.,528697,1,Unfall,2021
5783,WÜRTT. VERS.,750462,3,Unfall,2021
5790,TARGO VERSICHERUNG,115480,1,Unfall,2021
5858,GOTHAER ALLGEMEINE AG,669576,7,Unfall,2021
5862,VHV ALLGEMEINE VERS.,443125,1,Unfall,2021
4001,CONTINENTALE KRANKEN,1308630,26,Kranken,2022
4002,SIGNAL IDUNA KRANKEN,2502385,29,Kranken,2022
4004,GENERALI KRANKEN AG,1799563,57,Kranken,2022
4011,LANDESKRANKENHILFE,329419,15,Kranken,2022
4028,DEBEKA KRANKEN,4224598,124,Kranken,2022
4034,ALLIANZ PRIV.KV,2794821,38,Kranken,2022
4037,MÜNCHEN.VEREIN KV,453955,20,Kranken,2022
4039,SÜDDEUTSCHE KRANKEN,639245,21,Kranken,2022
4043,HALLESCHE KRANKEN,852211,30,Kranken,2022
4044,DKV AG,4310059,67,Kranken,2022
4045,UNIVERSA KRANKEN,361351,10,Kranken,2022
4095,AXA KRANKEN,1734263,73,Kranken,2022
4108,UNION KRANKENVERS.,1358641,11,Kranken,2022
4109,LVM KRANKEN,409228,4,Kranken,2022
4112,ARAG KRANKEN,704413,19,Kranken,2022
4116,R+V KRANKEN,1468557,10,Kranken,2022
4117,HUK-COBURG KRANKEN,1139380,22,Kranken,2022
4118,CONCORDIA KRANKEN,126135,3,Kranken,2022
4119,GOTHAER KV AG,695617,18,Kranken,2022
4121,ENVIVAS KRANKEN,437498,2,Kranken,2022
4125,NÜRNBG. KRANKEN,371417,7,Kranken,2022
4126,ERGO KRANKEN,1772507,12,Kranken,2022
4131,DEVK KRANKENVERS.-AG,472852,2,Kranken,2022
4134,BAYERISCHE BEAMTEN K,1146039,17,Kranken,2022
4139,WÜRTT. KRANKEN,468065,1,Kranken,2022
4142,ALTE OLDENBURGER AG,157672,1,Kranken,2022
4143,VRK KV AG,166326,3,Kranken,2022
4144,HANSEMERKUR KV AG,1574466,18,Kranken,2022
4145,INTER KV AG,388537,25,Kranken,2022
4146,OTTONOVA KRANKEN,26122,3,Kranken,2022
4147,BARMENIA KV AG,1803967,44,Kranken,2022
1001,GENERALI LEBEN AG,5273591,38,Leben,2022
1005,WÜRTT. LEBEN,1857875,4,Leben,2022
1006,ALLIANZ LEBEN,11437355,63,Leben,2022
1007,ALTE LEIPZIGER LEBEN,1654640,10,Leben,2022
1011,BARMENIA LEBEN,269477,6,Leben,2022
1013,BAYER. BEAMTEN LEBEN,134483,2,Leben,2022
1015,BAYERN-VERS.,2281793,10,Leben,2022
1020,AXA LEBEN,2487000,29,Leben,2022
1021,CONDOR LEBEN,239239,2,Leben,2022
1022,COSMOS LEBEN,1255343,12,Leben,2022
1023,DEBEKA LEBEN,3190195,18,Leben,2022
1025,DEVK DT. EISENBAHN LV,471088,6,Leben,2022
1028,BALOISE LEBEN,674050,7,Leben,2022
1033,HDI LEBEN AG,1812515,15,Leben,2022
1035,FRANKFURT MÜNCHENER,218579,2,Leben,2022
1047,IDEAL LEBEN,601887,3,Leben,2022
1048,SIGNAL IDUNA LV,1504438,11,Leben,2022
1054,LANDESLEBENSHILFE,11837,2,Leben,2022
1055,HUK-COBURG-LEBEN,649780,13,Leben,2022
1062,LEBENSVERS. VON 1871,643902,2,Leben,2022
1081,PROV. LEBEN HANNOVER,725932,1,Leben,2022
1082,PROV.RHEINLAND LEBEN,1103916,4,Leben,2022
1083,PROV.NORDWEST LEBEN,1573701,8,Leben,2022
1089,SÜDDT.LEBEN,46105,1,Leben,2022
1090,SWISS LIFE AG (CH),1018226,12,Leben,2022
1091,SV SPARKASSENVERS.,1541171,5,Leben,2022
1099,VOLKSWOHL-BUND LEBEN,1500376,8,Leben,2022
1103,WWK LEBEN,1006703,6,Leben,2022
1104,STUTTGARTER LEBEN,523610,4,Leben,2022
1107,EUROPA LEBEN,491645,4,Leben,2022
1108,GOTHAER LEBEN AG,1175770,13,Leben,2022
1109,MECKLENBURG. LEBEN,164672,2,Leben,2022
1112,LVM LEBEN,815587,2,Leben,2022
1114,HANSEMERKUR LEBEN,289571,4,Leben,2022
1115,CREDIT LIFE AG,806134,2,Leben,2022
1123,DIREKTE LEBEN AG,134411,1,Leben,2022
1128,ITZEHOER LEBEN,71098,2,Leben,2022
1132,TARGO LEBEN AG,1851738,18,Leben,2022
1136,DEVK ALLG. LEBEN,714483,4,Leben,2022
1138,ZURICH DTSCH. HEROLD,2796325,20,Leben,2022
1139,PROXALTO LEBEN AG,3209063,470,Leben,2022
1140,VICTORIA LEBEN,744127,10,Leben,2022
1141,R+V LEBENSVERS. AG,5478978,21,Leben,2022
1147,NÜRNBG. LEBEN,2400508,25,Leben,2022
1151,ERGO VORSORGE LEBEN,1386092,8,Leben,2022
1153,SPARK.-VERS.SACHS.LEB,608297,4,Leben,2022
1157,SKANDIA LEBEN,209849,15,Leben,2022
1158,HEIDELBERGER LV,335788,27,Leben,2022
1160,VPV LEBEN,591182,5,Leben,2022
1162,MYLIFE DEUTSCHLAND,121752,1,Leben,2022
1164,NEUE LEBEN LEBENSVERS,848760,13,Leben,2022
1177,CONCORDIA OECO LEBEN,163540,2,Leben,2022
1180,DT. ÄRZTEVERSICHERUNG,240627,3,Leben,2022
1184,ERGO LEBEN AG,3502091,48,Leben,2022
1194,LPV LEBENSVERSICHERUNG,1082025,71,Leben,2022
1312,HANNOVERSCHE LV AG,1095779,9,Leben,2022
1318,AIOI NISSAY DOWA LIFE INS.,154421,2,Leben,2022
1335,CONTINENTALE LV AG,864707,7,Leben,2022
1337,LIFESTYLE LV AG,368591,1,Leben,2022
1342,MÜNCHENER VEREIN LEBEN,127509,2,Leben,2022
1343,ENTIS LV AG,66234,9,Leben,2022
1345,ÖFF. LEBEN SA,284878,1,Leben,2022
5036,SV SPARK.VERSICHER.,274596,2,Unfall,2022
5061,MANNHEIMER VERS.,55735,1,Unfall,2022
5078,JANITOS VERSICHERUNG,169213,3,Unfall,2022
5085,HDI VERSICHERUNG,393333,4,Unfall,2022
5095,PROVINZIAL VERSICHERUNG AG,2993528,1,Unfall,2022
5125,SIGNAL IDUNA ALLG.,899569,2,Unfall,2022
5210,DIALOG VERSICHERUNG AG,519560,3,Unfall,2022
5310,BA,110284,3,Unfall,2022
5312,ALLIANZ VERS.,4321111,16,Unfall,2022
5317,BARMENIA ALLG. VERS.,199373,1,Unfall,2022
5324,BAYER.VERS.VERB.AG,1104136,2,Unfall,2022
5340,CONTINENTALE SACHVERS.,568393,1,Unfall,2022
5342,GENERALI  DEUTSCHLAND,3715742,6,Unfall,2022
5375,HUK-COBURG UNTER.,1162528,1,Unfall,2022
5402,LVM SACH,967132,1,Unfall,2022
5405,ALTE LEIPZIGER VERS.,60253,1,Unfall,2022
5426,NÜRNBG. ALLG.,383567,4,Unfall,2022
5438,R+V ALLGEMEINE VERS.,1358847,3,Unfall,2022
5455,ARAG ALLG. VERS.,20494863,4,Unfall,2022
5461,VPV ALLGEMEINE VERS.,145256,1,Unfall,2022
5472,ERGO VERSICHERUNG,1596077,4,Unfall,2022
5476,WWK ALLGEMEINE VERS.,318990,2,Unfall,2022
5484,VOLKSWOHL-BUND SACH,153185,1,Unfall,2022
5498,ADAC VERSICHERUNG,8147180,1,Unfall,2022
5513,DEVK ALLG. VERS.,971164,3,Unfall,2022
5515,AXA VERS.,730738,6,Unfall,2022
5546,INTER ALLG. VERS.,71899,1,Unfall,2022
5549,DEBEKA ALLGEMEINE,1987960,2,Unfall,2022
5552,COSMOS VERS.,154653,2,Unfall,2022
5562,ERGO DIREKT,207984,2,Unfall,2022
5581,ADLER VERSICHERUNG AG,111100,2,Unfall,2022
5583,PVAG POLIZEIVERS.,325894,2,Unfall,2022
5586,STUTTGARTER VERS.,547170,7,Unfall,2022
5633,BALOISE SACH AG,443700,5,Unfall,2022
5686,NÜRNBG. BEAMTEN ALLG.,54049,1,Unfall,2022
5780,INTERRISK VERS.,538740,2,Unfall,2022
5790,TARGO VERSICHERUNG,116951,1,Unfall,2022
5798,RHEINLAND VERS. AG,83793,1,Unfall,2022
5858,GOTHAER ALLGEMEINE AG,655229,4,Unfall,2022
5862,VHV ALLGEMEINE VERS.,495291,4,Unfall,2022
